id,signe,definition
1605,SERIEUX,"sérieux, sérieusement"
3990,JAMBES.ECARTER,"jambes ecartées, gynécologue"
2445,ASSURANCE.POSTE,"assurance, assurer"
3863,BIFTECK,"bifteck de boeuf, steak"
3582,CONFIGURATION,configuration
3541,FAMILLE.TROMPER,famille
2354,GAMIN.F,gamin
573,IMPOSSIBLE.MENTON,"impossible, impossibilité, ne pas pouvoir"
339,MARCHER.PIED,"marche, marcher"
2618,PLATRE,plâtre bras
1935,A-LA-PORTE,"renvoyer, mettre à la porte, virer, dehors"
990,CM,"centimètre, cm"
2658,EPINARD,épinard
3082,POUPEE,"poupée, barbie"
3609,VIOLENCE.V,"violence, violent"
2613,NS:NAOMI(ETONNER),Naomi de Jamblinne de Meux
2119,CHEVAL.REMORQUE,cheval
3100,CLAQUER,"claquer, frapper, taper"
511,SOIR,"soir, soirée"
3810,COURSES.AVEC,"faire les courses, acheter, commission"
396,ORIGINE,origine
7,ACCEPTER,accepter
1386,PSYCHOMOTRICITE,psychomotricité
2105,VENIR.ORDRE,"venir, obliger"
1310,MOITIE,"demi, moitié, morceau"
3731,NS:BRUNO(B-BAGUETTE),Bruno
3959,NS:DFCE(D-5),deaf free camp Europe
3075,POIRE,poire
2154,CINEMA,(salle de) cinéma
3759,DEUX-ENSEMBLE,"ensemble, duo"
1087,SOLEIL,"soleil, ensoleillé, chaud"
1537,GRAMMAIRE,grammaire
283,HEURE-2,"à deux heures, à quatorze heures"
3866,MARCHE,marché
3971,NS:DUMONT(D),Dumont
1145,CHEVEUX,cheveux
1810,SCIENCES.ATTENTION,"science, scientifique"
1669,NS:FLAMAND(2-VRAI),"Flamand, néerlandais"
1941,NS:FIONA(F-YEUX),Fiona
1784,DEGOUTER,"dégouté, dégouter, ça me rend malade"
3672,IMPLANT.DONNER,"implanter, implant cochléaire"
429,PHOTO,"photo, photographe, photographier, appareil photo, cliché"
1588,BOUILLIR,bouillir
201,EGAL.CONCURRENCE,concurrence
3985,PUR.PI,pur
1539,RIDEAU,"rideau, tirer les rideaux"
2111,SOURIS,Souris
553,VENIR.RASSEMBLER,"venir, rassembler, rassemblement, monde"
2478,BON(ASL),"good, bon"
3118,GOUT.ALCOOL,"goût, envie"
1189,OCCASION,"occasion, vieux, solde"
2436,DEONTOLOGIE,déontologie
954,OISEAU,"oiseau, bec, poulet, poule, pigeon, canari"
602,PRIVE,"privé, individuelle"
3685,AUTRE-BAS,Autre
2893,OCCUPER,"(être) occupé, occuper"
4114,LS.PUISSANCE,"langue des signes, signe, signer rapidement, rythme rapide, bavarde"
1835,PRIORITE,priorité
2444,CAUTION,caution
2507,CLE,clé
3341,MINUIT,minuit
853,GENERATION,"génération, générationnel, traditionnelle, tradition, patrimoine, recyclage, recycler"
2565,MATCH,match
1970,AMOUR,"amour, amoureux, amoureuse, faire l'amour"
1405,NEGATION,"non, négatif, négative, négation, refuser"
3858,NS:PARIS(EIFFEL),Paris
426,PEU.BILLE,"un peu, un petit peu, peu"
2960,FOIS-1,"une fois, 1 X"
1490,GAGNER,"gagner, vainqueur, réussir, réussite, vaincre, victoire"
3368,NS:DANIEL(COU-Y),Daniel David
1484,CHOCOLAT.JOUE,chocolat
1103,COPIER-COLLER,copier-coller
439,POSSIBLE,"possible, capable"
3840,BAVARDE.PREUVE,bavarde
3231,RANGER,ranger
3941,ZOOM.OBJECTIF,"zoom, objectif, microscope"
4144,NS:AUTRICHE(TETE-OS),Autriche
2861,MACHINE-A-LAVER,"machine a laver, lave vaisselle"
1802,MOUSTACHE,moustache
2028,FERMER-BOUCHE.FRUIT,"motus et bouche cousue, fermer la bouche, se taire, muet, silence"
3412,LEVER.DEBOUT,se lever
352,METHODE,méthode
494,ROSE.NEZ,rose
1025,CONFERENCE,"conférence, exposé"
710,COURT,"court, raccourcir"
1956,INTERDIRE.DEPEND,"interdire, priver de quelque chose, interdit"
3799,OUVRIR.FENETRE,Ouvrir fenetre
627,DACTYLOLOGIE,"dactylologie, alphabet, epeler"
1451,RITUEL,"rituel, régulier, régulièrement, quotidien"
829,SEC,"sec, sécheresse"
2243,SILENCE-MMH,"ne rien avoir du tout, il n'y en a pas (dans le temps), silence"
3563,F4,forme 4
527,TELEVISION,télévision
1692,VOYAGE.SAUTER,"voyage, voyager"
3846,MALIN.FOU,malin
3304,NS:THIERRY(T-AVION),Thierry
391,OFFICIEL,"officiel, officiellement"
3721,PAGES,"page, pages"
1199,BRULER,"feu, fumer, incendie, brûler"
2807,ETUDIER.SALUT,"étudier, étudiant"
1074,SUBSIDE,"subside, subsidier, prime, aide financière, don"
2872,INTELLIGENT.5,"intelligent, intelligence, malin"
361,MONTAGE,montage
707,SECRET,"secret, anonyme, intime, code, mot de passe, confidentiel, silence"
670,TOUT.APPLAUDISSEMENT,"tout le monde, tout ensemble"
2258,DE:NERVEUX-VEINE,"nerveux, excité, actif"
3498,NS:JULIE(J-JOUE),Julie Carlier
1892,NS:WOLUWE(1-BRAS-CROISER),Woluwé
3363,WHISKY,"whisky, whiskey"
4133,AUTOSTOP,auto-stop
1003,BOL,"bol, moule"
950,COURIR,"courir, course"
2426,VOTE,"voter, vote, élection"
708,COMPTABLE,"comptable, comptabilité"
1053,CONCRET,"concrèt, concrètement"
317,LAISSER,"laisser, on s'en fout, laisser tomber, rester, ça ne fait rien"
1001,AVEC,"avec, ensemble"
4138,DETUMESCENCE,"détumescence, débander"
3176,HERBE.PRAIRIE,"prairie, herbe, champs"
3514,NS:SEBASTIEN(S),Sebastien
2323,VOIX.CLEF,"se taire, (être) muet, ne plus avoir de voix, chut"
2121,VOLER.AILES,"voler, oiseau, mouche"
3310,PLAGE,plage
2724,AVARE,"avare, radin"
2498,DE:AH-TETE,"ah merde, s’inquiéter, mon dieu, lalala"
1161,MONTGOLFIERE,"mongolfière, ballon air"
2123,CROIX.DEUX,"croix, catholique, pharmacie"
4009,DE:NON-MERCI.FLATGO.ENTENDRE,"non merci, pas intéressant, ne pas écouter,"
852,JEANS,jeans
3378,BASKET.BRAVO,basket-ball
1205,BIERE,bière
1213,CONCURRENCE,"concurrence, concurrent, concours"
1703,PROFOND,profond
1464,STRUCTURE,"structure, enchainement"
1908,NS:INTEGREE(ENTENDANT-DEMI),École Intégrée
881,CACA,"caca, merde"
2711,NEIGE.MAIN,neige
3038,BONBON.ROUGE,bonbon
1207,CHANTILLY,crème chantilly
2222,DE:LAISSER.ABANDONNER,"laisser, laisser tomber, lâcher, passer"
521,SUIVRE,"suivre, suivant, suite, continuer"
2374,MEDECIN,"docteur, médecin"
1940,NS:ITALIE(Y-MENTON),"Italie, italien"
788,FEU.RUE,feu rouge
2584,MAGIE,"magie, magique, magicien"
924,MIMER,"mime, mimer"
1686,BASE,"à la base de, au départ de"
2164,PIED.NU,pied
1431,ADAPTER.MACHINE,"adapté, adapter, complémentaire"
1598,DIVISER,"diviser, division"
582,MERDE,"merde, caca"
2970,REGARDER.DISTRAIRE,"Regarder ailleurs, distraire"
3288,SAUCE.T,sauce
2991,VIDANGE,vidange
47,ASSEZ-NEG,pas assez
1281,CLIGNER,"clin d'oeil, cligner"
370,MUSULMAN,"musulman, islam"
3203,PROVISOIRE,"provisoire, à court terme"
4096,SACOCHE,"sac, sacoche"
1824,ENTENDRE-NEG,"ne pas entendre, ne pas avoir entendu"
2364,SECURITE,sécurité
1898,PARALLELE,(en) parallèle
761,FAIM,"faim, famine"
3174,BATTU,"battu, frapper, claquer"
1886,NS:IRHOV(PARRAIN),"IRHOV, 
Institut Royal pour Handicapés de l’Ouïe et de la Vue"
928,RACONTER,"raconter, expliquer, narrer"
519,SPORT,"sport, sportif"
3101,TAPER.MAIN,taper à la main
918,CHEF.SALUT,"chef, patron, maitresse, maitre, institutrice"
3788,GAUCHE.DINO,"gauche, à gauche"
1066,METEO,"météo, temps, avoir le temps, climat"
882,BEBE,bébé
223,ETRE,être
3904,PROFESSEUR.HUMAIN,"professeur, instituteur, enseignant"
91,C-EST-RIEN,"ce n'est rien, rien à faire"
2884,BOUCHE.FORME,"bouche, lèvres"
2528,CHEVRE,chèvre
2332,JETER.MID,"jeter, virer"
336,MANGER,"manger, alimentation, dessert"
3946,MILLION,"million, millard"
1336,REPOSER,"repos, pause, reposer, se reposer, sièste"
1579,CHAUSSETTES,chaussettes
1522,CIRCULATION,circulation sanguine
931,DESOLE,"désolé, excuse, pardon"
2499,ENVELOPPE,"enveloppe, courrier, lettre"
3629,NA:NATHALIE(AGNEAU-SEIN),Nathalie
3509,NS:JULIE(MIGNONNE),Julie Marsus
1013,APPLAUDIR,"applaudir, bravo"
3977,ARAIGNEE,araignée
3239,DE:TACHE.RETENIR,"retenir, donner une leçon, convaincre, prendre conscience"
2650,CHAUVE.B,"chauve, nu-tête"
3527,CHEQUE,"chèque, virement, billet, planche, bois"
631,EAU,"eau, liquide"
2486,EGAL.HAUT,"augmenter, grandir, agrandir, au dessus, niveau, progresser"
197,ECRIRE,"écrire, écriture, sténographie, école"
251,FENETRE,"fenêtre, garage"
1869,TACHE-CERVEAU(LSF),"traumatiser, souvenir marquant"
2202,BAVER,"baver, avoir envie"
1697,NS:ALLEMAGNE(1-FRONT),"Allemagne, allemand"
2363,VITAMINE-V,vitamine
4112,ENDORMIR.FERMER,"dormir, fermer les yeux, s'endormir, endormant, fatiguant, fatiguer"
908,FLECHE,"flèche, fléché"
3350,INTERIM.INTERET,"agence d'intérim, intérim, interimaire"
2635,PLACE-CHEF,"à la première place, au sommet, premier, chef, dominant, dominer, grand patron"
696,RUE,"rue, adresse, route"
3394,PARKING,"parking, garer"
2598,DE:NON-MERCI.FLATGO,"non merci, ça va pas non, ignorer, ne pas écouter, ne pas avoir envie"
364,MORT,"mort, mortel, mourir, décéder, décédé"
2002,REPARER,réparer
2017,ANNEE-1,"un an, une année"
2451,CIMENT,ciment
3962,INSISTER(LSF),insister
3342,NS:ALAIN(7),Alain Klinkenberg
1242,PNEU,"pneu de voiture, roue"
3169,PROPRE.RESPECTER,"propre, pur"
818,TRAM,tramway
937,BOTTE,botte
235,EXPRESSION-FACIALE,expression faciale
1853,NS:FRANCOIS-HOLLANDE(GARDIEN),François Hollande
2282,UF,"UF, unité de formation"
220,EQUIPE,"groupe, avec, ensemble, rassembler, petit"
3919,PIECE.MATERIEL,pièce
3214,IMPOSSIBLE.TENNIS,"impossible, impossibilité, va pas, ne pas pouvoir"
4069,ROCHER.R,"rocher, pierre"
3259,ELECTRICITE.FROMAGE,Electricité
2376,PERMIS,permis de conduire
3199,JURER.PROMIS,"jurer, promettre"
2392,NS:JAPON(FEUILLE),Japon
2463,TRIANGLE,triangle
196,ECOUTER.ENTENDANT,"écouter, entendre"
955,ENTENDRE,"entendre, entendant, écouter"
3467,PRENDRE.MOUCHE,"prendre, voler, piquer, attraper, capturer"
874,PT:PRO6,"ils, elles, eux"
1581,SIFFLER,"sifflet, siffler, arbitre"
2471,ANGE,"ange, angelot"
3518,ORDINATEUR.CLAVIER,"pc, ordinateur"
1012,HEURE,"heure, temps"
3139,EMAIL,"email, mail"
332,MAIS,"mais, ah"
2715,OR.VITE,or
422,PERSONNE,"personne, être humain, quelqu'un, toi, moi, gens"
2076,DE:FROTTE-MANCHE,frotte-manche
2612,NEVEU,neveu/nièce
3129,NOTRE,"Notre, nous"
962,PARTICIPER,"participer, participant, engager"
592,PAYS.5,"pays, région, dialecte"
3257,DE:GAGNER,"gagner, yeah, youpi"
3958,LOIN(LSF),"loin, distance"
969,LONGTEMPS.DUREE,"long, longtemps, ça dure longtemps, attendre"
216,ENVIE,"envie, avoir envie, vouloir"
3226,GRAND.MAL,grands élèves
3825,POINT.L,"point, notes"
790,BIZARRE,"bizarre, drôle, étrange"
721,DISTRIBUER,"distribuer, donner"
1860,EPUISER,"épuiser, épuisé, KO, il n'y en a plus"
1663,STATUT,"statut, statuer"
3560,AVANTAGE.FRONT,"avantage, profiter, bénéfice"
2806,MORT.TOURNER,"mort, mortel, mourir, décéder, décédé"
2649,ATTENTION,"faire attention, attention, pas bien, attentif"
1822,INVERSER,"inverser, contraire, changer"
296,HYPOCRITE,"hypocrite, défaut"
815,SIMPLE,"simple, simplement, simplifier"
737,CA-VEUT-DIRE,"ça veut dire, cela signifie que, c'est à dire que"
3646,CM.C,"centimètre, cm"
3396,RATEAU,rateau
677,COIN,coin
2675,DE:TANT-PIS-FOUTRE,"tant pis, s'en foutre, ton problème"
3262,FRANCHEMENT,"Franchement, franc"
577,JUSTE,juste
140,CREER,"créer, création, créateur"
1609,DEPENSER,"dépenser, dépense, gaspiller, gaspillage, frais, donner de l'agent"
252,FESSE,fesse
3665,PEINDRE.PLAT,peindre
625,CHAISE,"siège, chaise, s'asseoir"
1313,PAYS,"pays, province"
1086,DS,"forme de signe, classificateur"
1121,ANCIEN,"ancien, vieux"
1128,TERRE,"terre, terrain"
3280,REGION(LSF),région
910,JETER.FUSEE,"jeter, se débarrasser de, jeter à la poubelle"
2769,RIRE.FAIM,"rire, rigoler, éclater de rire"
2496,CONFIRME,confirme
2977,HESITE.ENTRE,"hésiter, hésite"
2237,HEURE-8.2.CERCLE,huit heures (pendant)
320,LIBRE,"libre, liberté, pouvoir"
107,CHOSE,"chose, quelque chose"
3068,FINIR(LSF),finir
787,PROGRESSER,"progrès, progresser"
16,AISE,à l'aise
293,HISTOIRE,"histoire, récit"
2074,VIN,vin
242,FACEBOOK.T,facebook
3534,PIQUE-CARTE,pique (jeu de carte)
674,VOIX,"voix, accent"
2221,EMPATHIE.BONNET,"empathie, empathique, se mettre à la place de"
1619,ETRANGER,étranger
17,AJOUTER,"ajouter, en plus de, et, supplémentaire, compenser"
58,AUTOMATIQUE,"automatique, automatisé"
82,BONJOUR,bonjour
609,SAVEUR,"saveur, délice, mmmh"
2671,KERMESSE.SERVIETTE,"kermesse, foire"
2678,PORTEFEUILLE,portefeuille
694,TOURNER-GAUCHE,tourner à gauche
2178,ET,"et, ajouter"
2973,INVERSER.VERTICAL,"inverser, à l'envers"
3550,MISS,miss
3943,POEME,"poème, poésie"
21,AMELIORER,améliorer
2900,AN-3-PASSE,il y a trois ans
1815,CRACHER,cracher
3951,SMS,sms
1175,CREME,crème (à cuisiner)
286,HEURE-9.2,"à neuf heures, à vingt et une heures"
3664,PLIER,plier
2638,TAIS-TOI(LSUKRAINE),"tais toi, se fermer, donner"
3703,VITAMINE.VERT,vitamine
65,AVOCAT,avocat
350,MERCI,"merci, remercier, grâce à"
1814,NS:RUSSIE(RAT),"Russie, russe"
3736,DE:ACQUERIR,"acquis, acquérir, intégrer, comprendre"
742,FIL,"fil, ligne"
568,YEUX,"yeux, oeil"
680,PONT,pont
3065,ALLER.1,aller
89,C-EST,"c'est, de, appartenir"
1744,RAPPELER.6,"rappel, (se) rappeler, (se) souvenir"
4136,SEXE.BAISER,"faire l'amour, baiser, sexe"
4014,FETE.GENTIL,"fête, jour férié"
2974,GRAND-PERE.8,grand-père
1363,INFLUENCE.MENTAL,"influence, influent, immersion"
1153,LANGUE,langue
2881,AIMER.EXPRESSION,"aimer, aimé"
3772,ETUDIER(ASL),"étudier, study"
2023,SI-JAMAIS,"on ne sait jamais, pi, attention, oublier, zut, si jamais"
2592,TOUR-MOI,à mon tour
2156,CORDE-A-SAUTER,corde à sauter
323,LIVRE,"livre, roman, bouquin, album, menu"
2170,OIGNON.PLEURER,"oignon, pleurer"
2116,NS:LYBIE(CLOCHE-EPAULE),"Lybie, lybien"
493,ROI,"roi, reine"
1277,TRISTE,triste
1005,FERMER,"fermer, fermeture, clôture, clôturer"
4024,GRELE.ORAGE,"grêle, orage, pluie"
9,ARCHITECTE,"architecte, architecture"
2494,NS:EGYPTE(SOEUR-RELIGION),egypte
3193,SEPARER.ECARTER,"séparer, écarter, prendre de la distance, chacun pour soi, isoler, isolement"
1463,REGARDER.DERRIERE,"regarder derrière, se rappeler, souvenir"
2360,PIRATE,pirate
1330,SOURD.2,sourd
274,GRAND-MERE,grand-mère
3671,MARCHER.BRAS,"marcher rapidement, courir, presser, vite"
3440,NS:ESMERALDA(RALER),Esmeralda
1120,LENT,"lent, lentement"
803,LOGOPEDIE,"logopédie, logopède"
3122,DE:CACHER.EVITER,"cacher, ne pas dire, éviter, gêner, gêne, honte, maladroit, se sentir mal"
1154,HANDICAP,"handicap, handicapé"
2000,STATISTIQUE,statistique
1457,LISTE.5,"liste, plusieurs"
1471,MUTUALITE,"mutuelle, mutualité"
457,QUAND.1,"quand, que"
180,DIRECT,"direct, directement, partir, franc, franche"
2474,NUIT-BLANCHE,"aube, toute la nuit, du soir au matin, nuit blanche"
791,PLAN,"plan, carte"
1747,MILIEU,"(au) milieu, moyen"
1681,CONQUERIR,"conquérir, envahir, conquête, dominer"
432,PIRE,pire
1300,AN-7,sept ans
970,JE,je
1172,VOLUME,volume
2501,AGENCE,"agence (ex immobilière, voyage)"
2096,MUSÉE,musée
534,TOUJOURS,toujours
1725,CONVENIR,"convenir, convient, compatible, ça ne va pas, adapter, par rapport, ça va"
1934,DE:NON-MERCI,"non merci, ça va pas non"
1910,NS:INFO-SOURD(INFORMATION-SOUR,Info-sourds
2216,JEUNE.JOUE,jeune
2469,NS:MADOU(ASSOCIATION),Madou
1226,POELE,"poêle, cuire à la poêle"
1203,POISSON,"poisson, poissonnerie, poissonnier"
2742,ABDOMINAUX,"abdominaux, abdos, sit up"
2443,AMENDE,amende
3330,DE:TRAVAIL-MANCHE,"actif, travail, enlever long manche"
1603,COMMERCE,"commerce, commercer, faire des courses, faire des commissions"
1469,CONJUGASION,"conjugaison, conjuguer"
3128,NS:PARIS(P),Paris
3572,MAQUILLER.YEUX,"se maquiller aux yeux, oeil"
630,DOCTEUR,"docteur, médecin"
461,QUESTION,"question, questionner"
4090,REMPLIR.NIVEAU,"augmenter, remplir, agrandir"
2757,ECOUTEUR,écouteur
2962,MAMAN.HANCHE,"maman, mère"
810,PERIODE,"période, périodique, phase"
3769,RESTER.DURER,"rester longtemps, (se) prolonger, continuer"
623,CISEAUX,ciseau
2393,NS:CHINE(RIZ),"Chine, chinois"
3267,NS:OUTREMEUSE(MISS),Outremeuse
3043,PUREE,"purée, compote"
552,VENIR,venir
3166,DE:CHAGRIN,"chagrin, regrette, mal au coeur"
3974,MORT.COURS,"mort, mortel, mourir, décéder, décédé"
3093,NS:BERNARD(URGENT),Bernard
1700,AVANTAGE,"avantage, bénéfice"
3692,NEUTRE.AUSTRALIE,"neutre, neutralité"
440,POURQUOI,pourquoi
3170,DRAPS,"draps, couverture"
2110,FROMAGE,fromage
2400,PAYER-PAR-MOIS,"cotisation, allocation, payer, rembourser, mensualité"
3160,LEVER.DOIGT,lever le doigt
2041,TETU,tetu
2630,AUTRE.PALM-DOWN,"autre, autrement, autre chemin, autre côté"
1806,CANARD,canard
4050,GRATTER,"gratter, graver, gravure, jeu de grattage, lotto"
2878,PNEU.TRADITIONNEL,"pneu, roue"
1307,SUR-PLACE,sur place
2324,CD.CD,CD
309,INTERVIEW,"entretien, interview, interviewer, interroger, discuter"
4053,LUNE,"lune, clair de lune"
781,DEMANDER,"demander, se demander, demande"
2449,MENUISER,menuiser
2603,NS:VIRGINIE(V-LUNETTES),Virginie
1791,DEPECHER,"(se) dépêcher, plus vite, allé, aller"
796,MERCREDI,mercredi
1945,PAUSE.CASSER,"pause, break"
2668,INCERTITUDE,aide Elan
307,INFORMER,"informer, information, actualité"
3683,NS:HONGRIE(FAIM),Hongrie
3797,CAISSIER,caissier
1880,MODELE.EXEMPLE,"modèle, exemple"
1617,NS:SISB(B-INTERPRETE),SISB
1024,TRAVAIL,"travail, job"
2667,APRES-MIDI.MANGER,après-midi
1906,EMBETER,embêter
3690,PARTIE.BENT5,"partie, diviser, différent, différence, autre partie, autre part, deux parties"
1533,CHEVAL.Y,"monter à cheval, cavalier, cavaler"
206,ENDROIT,"endroit, lieu, place, surface"
682,RECETTE,"recette, condition, programme"
3542,DE:ETONNER-BOUCHE,"être étonné, (s')étonner, bouche ouverte, bouche-bée"
1990,ENERGIQUE,"énergie, énergique, encourager, actif, active"
963,GRAND.GEANT,"grand, géant, haute taille"
3436,PERSONELLE,personelle
2281,DIPLOMATIQUE,"diplomatie, ambassade"
288,HEURE-4,"à quatre heures, à seize heures"
2161,JEUDI.JAUNE,jeudi
3545,NS:INDECIPHERABLE(MENTIR-MENTO,inconnu
838,POIL,"poil, fourrure"
2511,ASSURANCE,"assurer, assurance"
1186,PIZZA,"pizza, pizzeria"
2582,REMORQUE,remorque
1907,NS:MARIE-HAPS(BRAS-CROISER-H),Institut libre de Marie Haps
2301,NS:WINDOW(W-FENETRE),Window
116,COMMENCER,"commencer, début, débuter, au départ"
2713,DOCTEUR.POIGNET,docteur
3370,NS:DANIEL(52),Daniel David
4042,NS:INDECIPHERABLE(SYNDICAT-BOU,inconnu
3113,POUMONS,"poumons, bronchite, pneumonie"
3377,LESBIENNE.OREILLE,lesbienne
3653,PLAT.ASSIETTE,"plat, assiette, repas"
2686,BAIGNOIRE,"baignoire, bain"
626,CHIFFRE,"chiffre, nombre, numéro"
3567,CITOYEN(LSF),citoyen
139,COURS,"cours, leçon"
1138,SOURIRE,"sourire, sympathique, chaleureux, lèvres, bouche"
3619,VEXER.COEUR.PANNE,"vexer, coeur en panne"
